location,outbreak_number,start_weekday,duration,threshold,total_suspected_cases,attack_rate,total_deaths,cfr,temporal_scale,country,population,area,mean_R0,population_density,rural_urban,pop_cat,who_region,start_date,end_date,total_confirmed_cases,spatial_scale,location_period_id,time_to_peak..weeks.
afr::eth::somali::sitti::erer,1,Monday,11,0.94926824,123,0.720554278,NA,NA,weekly,ETH,170701.9,4221.778433,1.8,40.43364727,Rural settings,"Population <1,000,000",AFR,9/18/2017,12/3/2017,NA,admin3,16527,7
afr::eth::tigray,1,daily_group,20,0.580887051,2760,0.514923884,32,1.15942029,daily,ETH,5360015.5,52629.03038,1.27,101.8452261,Rural settings,"Population >1,000,000",AFR,8/15/2016,1/1/2017,10,admin1,16612,5
afr::eth::tigray,3,daily_group,7,0.580887051,1159,0.205875553,8,0.690250216,daily,ETH,5629614.5,52629.03038,1.37,106.9678552,Rural settings,"Population >1,000,000",AFR,7/30/2018,9/16/2018,44,admin1,16612,3.43
afr::eth::tigray::centraltigray,1,daily_group,13,0.363806283,419,0.297186832,1,0.238663484,daily,ETH,1409887.5,9346.879852,1.56,150.8404433,Rural settings,"Population >1,000,000",AFR,8/15/2016,11/13/2016,6,admin2,16637,6.57
afr::eth::tigray::centraltigray,2,daily_group,12,0.363806283,287,0.198684288,0,0,daily,ETH,1444502.8,9346.879852,1.81,154.5438502,Rural settings,"Population >1,000,000",AFR,7/24/2017,10/15/2017,2,admin2,16637,6.14
afr::eth::tigray::centraltigray::kolatemben,1,daily_group,14,0.140118939,23,0.131501202,0,0,daily,ETH,174903.3,1366.911778,2.1,127.9550757,Rural settings,"Population <1,000,000",AFR,7/10/2017,10/15/2017,0,admin3,16538,3.14
afr::eth::tigray::centraltigray::mereblehe,1,daily_group,13,1.119192719,266,2.062009135,0,0,daily,ETH,129000.4,1232.203728,2.16,104.6908048,Rural settings,"Population <1,000,000",AFR,8/15/2016,11/13/2016,2,admin3,16540,6.57
afr::eth::tigray::centraltigray::tanquaabergele,1,daily_group,10,0.565361578,53,0.456401696,0,0,daily,ETH,116125.8,1445.809002,1.92,80.31890785,Rural settings,"Population <1,000,000",AFR,8/29/2016,11/6/2016,0,admin3,16543,4.29
afr::eth::tigray::centraltigray::tanquaabergele,3,daily_group,12,0.565361578,76,0.638476687,0,0,daily,ETH,119033.3,1445.809002,2.04,82.3298927,Rural settings,"Population <1,000,000",AFR,7/24/2017,10/15/2017,0,admin3,16543,6.14
afr::eth::tigray::easttigray::kileteawulalo,1,daily_group,6,0.420154767,25,0.193291411,1,4,daily,ETH,129338.4,967.0361375,1.65,133.7472251,Rural settings,"Population <1,000,000",AFR,9/4/2017,10/15/2017,0,admin3,16550,3.57
afr::eth::tigray::northwesterntigray,1,daily_group,15,0.632974045,831,0.908439841,17,2.045728039,daily,ETH,914755.1,12577.58114,2.12,72.729016,Rural settings,"Population <1,000,000",AFR,8/1/2016,11/13/2016,4,admin2,16636,7
afr::eth::tigray::northwesterntigray::asgedetsimbila,1,daily_group,14,1.607942639,294,1.758402455,11,3.741496599,daily,ETH,167197.2,2368.156155,1.94,70.60226989,Rural settings,"Population <1,000,000",AFR,8/1/2016,11/6/2016,2,admin3,16561,4.14
afr::eth::tigray::northwesterntigray::asgedetsimbila,2,daily_group,7,1.607942639,42,0.239558037,1,2.380952381,daily,ETH,175322.9,2368.156155,1.89,74.03350477,Rural settings,"Population <1,000,000",AFR,7/30/2018,9/16/2018,4,admin3,16561,3.29
afr::eth::tigray::northwesterntigray::laelayadiyabo,1,daily_group,12,0.534542982,148,1.059176097,2,1.351351351,daily,ETH,139731.3,1791.921623,2.68,77.97846636,Rural settings,"Population <1,000,000",AFR,8/15/2016,11/6/2016,0,admin3,16562,5
afr::eth::tigray::northwesterntigray::tahitayadiyabo,1,daily_group,12,1.05572598,204,1.906669437,2,0.980392157,daily,ETH,106992.9,3849.350682,2.05,27.79505138,Rural settings,"Population <1,000,000",AFR,8/22/2016,11/13/2016,0,admin3,16566,5.29
afr::eth::tigray::northwesterntigray::tahitayadiyabo,2,daily_group,6,1.05572598,24,0.213728731,0,0,daily,ETH,112291.9,3849.350682,1.72,29.17164719,Rural settings,"Population <1,000,000",AFR,8/6/2018,9/16/2018,4,admin3,16566,3.43
afr::eth::tigray::northwesterntigray::tahitaykoraro,1,daily_group,12,0.283379149,43,0.447251976,0,0,daily,ETH,96142.7,668.3771852,1.92,143.8449758,Rural settings,"Population <100,000",AFR,8/8/2016,10/30/2016,1,admin3,16567,6.43
afr::eth::tigray::northwesterntigray::tselemti,1,daily_group,12,0.128133021,36,0.203472851,1,2.777777778,daily,ETH,176927.8,2824.294437,2.04,62.64495574,Rural settings,"Population <1,000,000",AFR,8/8/2016,10/30/2016,0,admin3,16568,4.29
afr::eth::tigray::southeasttigray,1,daily_group,19,0.538868273,341,0.510198452,5,1.46627566,daily,ETH,668367.4,6091.581462,2.28,109.7198493,Rural settings,"Population <1,000,000",AFR,7/25/2016,12/4/2016,2,admin2,16639,3.14
afr::eth::tigray::southeasttigray,2,daily_group,14,0.538868273,370,0.540816924,3,0.810810811,daily,ETH,684150.2,6091.581462,1.83,112.3107693,Rural settings,"Population <1,000,000",AFR,7/10/2017,10/15/2017,1,admin2,16639,8.14
afr::eth::tigray::southeasttigray::degatemben,1,daily_group,16,0.597672867,70,0.484460078,0,0,daily,ETH,144490.8,1040.640181,2.07,138.8479925,Rural settings,"Population <1,000,000",AFR,6/26/2017,10/15/2017,0,admin3,16569,10.14
afr::eth::tigray::southeasttigray::enderta,1,daily_group,23,0.799418616,181,1.016081525,2,1.104972376,daily,ETH,178135.3,1328.485882,2.17,134.0889673,Rural settings,"Population <1,000,000",AFR,7/25/2016,1/1/2017,2,admin3,16570,3.14
afr::eth::tigray::southeasttigray::enderta,2,daily_group,13,0.799418616,113,0.621817934,1,0.884955752,daily,ETH,181725.2,1328.485882,2.03,136.7912166,Rural settings,"Population <1,000,000",AFR,7/17/2017,10/15/2017,0,admin3,16570,7.14
afr::eth::tigray::southeasttigray::hintalowajrot,1,daily_group,20,0.384129431,29,0.150939014,0,0,daily,ETH,192130.6,1981.146154,1.9,96.97951845,Rural settings,"Population <1,000,000",AFR,8/22/2016,1/8/2017,0,admin3,16571,8.43
afr::eth::tigray::southeasttigray::hintalowajrot,2,daily_group,7,0.384129431,116,0.58922122,1,0.862068966,daily,ETH,196870,1981.146154,1.49,99.37177002,Rural settings,"Population <1,000,000",AFR,8/28/2017,10/15/2017,1,admin3,16571,1.14
afr::eth::tigray::southeasttigray::sahartisamre,1,daily_group,12,0.38016719,43,0.273592915,0,0,daily,ETH,157167.8,1741.309245,1.93,90.25840783,Rural settings,"Population <1,000,000",AFR,8/22/2016,11/13/2016,0,admin3,16572,7.86
afr::eth::tigray::southeasttigray::sahartisamre,3,daily_group,13,0.38016719,70,0.434609296,1,1.428571429,daily,ETH,161064.2,1741.309245,1.89,92.4960345,Rural settings,"Population <1,000,000",AFR,7/17/2017,10/15/2017,0,admin3,16572,8.29
afr::eth::tigray::westerntigray,1,daily_group,12,0.895944819,164,0.364952692,4,2.43902439,daily,ETH,449373.3,13236.82953,1.92,33.94871098,Rural settings,"Population <1,000,000",AFR,7/24/2017,10/15/2017,7,admin2,16638,6.14
afr::eth::tigray::westerntigray,2,daily_group,7,0.895944819,131,0.284634606,3,2.290076336,daily,ETH,460239.2,13236.82953,1.92,34.76959486,Rural settings,"Population <1,000,000",AFR,7/30/2018,9/16/2018,10,admin2,16638,5
afr::eth::tigray::westerntigray::kaftahumera,1,daily_group,10,1.818071599,94,0.824742438,2,2.127659574,daily,ETH,113975,6202.612022,1.92,18.37532311,Rural settings,"Population <1,000,000",AFR,7/30/2018,10/7/2018,9,admin3,16581,5
afr::eth::tigray::westerntigray::tsegede,1,daily_group,15,0.614322323,95,0.718747233,0,0,daily,ETH,132174.4,3287.020644,1.79,40.21100392,Rural settings,"Population <1,000,000",AFR,8/29/2016,12/11/2016,0,admin3,16583,6.43
afr::eth::tigray::westerntigray::tsegede,2,daily_group,11,0.614322323,52,0.383713263,1,1.923076923,daily,ETH,135517.9,3287.020644,1.75,41.22818646,Rural settings,"Population <1,000,000",AFR,7/31/2017,10/15/2017,0,admin3,16583,5.14
afr::eth::tigray::westerntigray::welkait,1,daily_group,12,0.50095385,117,0.680819555,5,4.273504274,daily,ETH,171851.7,3799.025804,2.07,45.23572854,Rural settings,"Population <1,000,000",AFR,8/15/2016,11/6/2016,0,admin3,16584,4.86
afr::eth::tigray::westerntigray::welkait,2,daily_group,9,0.50095385,45,0.255667564,1,2.222222222,daily,ETH,176009.8,3799.025804,1.73,46.33024598,Rural settings,"Population <1,000,000",AFR,7/31/2017,10/1/2017,0,admin3,16584,5.14
afr::gha::central,4,Monday,24,0.118757622,531,0.235764445,23,4.331450094,weekly,GHA,2252248,9651.724859,2.16,233.3518654,Rural settings,"Population >1,000,000",AFR,10/4/2010,3/20/2011,NA,admin1,8629,22
afr::gha::eastern,2,Monday,24,0.108960889,504,0.195137079,8,1.587301587,weekly,GHA,2582799.8,18501.06691,2.11,139.602749,Rural settings,"Population >1,000,000",AFR,10/11/2010,3/27/2011,NA,admin1,5160,23
afr::gha::eastern,3,Monday,4,0.108960889,178,0.06089573,0,0,weekly,GHA,2923029.3,18501.06691,2.19,157.9924722,Rural settings,"Population >1,000,000",AFR,2/16/2015,3/15/2015,NA,admin1,5160,3
afr::gha::greateraccra::gawest,1,daily_group,7,3.888412173,148,0.472038308,1,0.675675676,daily,GHA,313533.9,388.4438842,1.37,807.1536527,Rural settings,"Population <1,000,000",AFR,5/14/2012,7/1/2012,0,admin2,8207,5
afr::gin::boke::boke,1,Sunday,11,0.471140526,174,0.40794039,NA,NA,weekly,GIN,426532.9,10828.93825,1.64,39.3882475,Rural settings,"Population <1,000,000",AFR,7/29/2012,10/13/2012,NA,admin2,92,6
afr::gin::kankan::kerouane,1,Sunday,6,0.388606512,32,0.159447874,NA,NA,weekly,GIN,200692.5,9383.187811,1.58,21.38851998,Rural settings,"Population <1,000,000",AFR,9/30/2012,11/10/2012,NA,admin2,1842,3
afr::gin::kindia::coyah,1,Sunday,12,1.816509015,657,1.812970187,NA,NA,weekly,GIN,362388.8,1288.636896,2.55,281.2187057,Rural settings,"Population <1,000,000",AFR,7/29/2012,10/20/2012,NA,admin2,9661,4
afr::gin::kindia::dubreka,1,Sunday,15,2.444543984,352,2.303248277,NA,NA,weekly,GIN,152827.6,3797.950305,1.83,40.23949439,Rural settings,"Population <1,000,000",AFR,7/29/2012,11/10/2012,NA,admin2,6401,4
afr::gin::kindia::dubreka,1,Tuesday,5,2.444543984,21,0.134243821,NA,NA,weekly,GIN,156431.8,3797.950305,1.7,41.18847995,Rural settings,"Population <1,000,000",AFR,9/24/2013,10/28/2013,NA,admin2,6401,3
afr::gin::kindia::forecariah,1,Monday,13,1.399358845,118,0.506026215,NA,NA,weekly,GIN,233189.5,4221.784478,1.72,55.23481864,Rural settings,"Population <1,000,000",AFR,4/9/2012,7/8/2012,NA,admin2,8536,7.86
afr::gin::kindia::kindia,1,Sunday,13,0.276938299,121,0.288236568,NA,NA,weekly,GIN,419794.1,8805.198988,1.91,47.67570847,Rural settings,"Population <1,000,000",AFR,7/22/2012,10/20/2012,NA,admin2,10686,5
afr::gnb::biombo,1,daily_group,10,39.03189646,633,6.272629453,2,0.315955766,daily,GNB,100914.6,756.9453791,1.61,133.318206,Rural settings,"Population <1,000,000",AFR,10/1/2012,12/9/2012,NA,admin1,6908,6.29
afr::gnb::cacheu::bula,1,daily_group,5,3.316069049,17,0.534061647,0,0,daily,GNB,31831.5,654.8261454,1.81,48.61061249,Rural settings,"Population <100,000",AFR,11/5/2012,12/9/2012,NA,admin2,4463,3.43
afr::ken::central::kirinyaga,1,daily_group,14,0.355621386,202,0.346189029,1,0.495049505,daily,KEN,583496.3,1476.122572,1.53,395.2898703,Rural settings,"Population <1,000,000",AFR,5/11/2015,8/16/2015,NA,admin2,11785,1
afr::ken::central::kirinyaga,2,daily_group,10,0.355621386,83,0.137648988,5,6.024096386,daily,KEN,602983,1476.122572,2.02,408.4911453,Rural settings,"Population <1,000,000",AFR,10/23/2017,12/31/2017,NA,admin2,11785,2.14
afr::ken::central::muranga,2,daily_group,16,0.461903815,661,0.634374737,5,0.756429652,daily,KEN,1041970.9,2526.09708,1.6,412.4825242,Rural settings,"Population >1,000,000",AFR,4/20/2015,8/9/2015,NA,admin2,11655,3
afr::ken::coast::kilifi,1,daily_group,10,0.114286402,41,0.053816439,0,0,daily,KEN,761849,3334.510784,1.75,228.4739949,Rural settings,"Population <1,000,000",AFR,6/29/2015,9/6/2015,NA,admin2,11484,6
afr::ken::eastern::machakos,1,daily_group,5,0.0979152,26,0.020221891,0,0,daily,KEN,1285735.4,6034.244443,1.75,213.0731382,Rural settings,"Population >1,000,000",AFR,9/11/2017,10/15/2017,NA,admin2,11511,2.86
afr::ken::eastern::marsabit,1,daily_group,13,0.428563039,112,0.336061426,0,0,daily,KEN,333272.4,75775.27331,2,4.398168234,Rural settings,"Population <1,000,000",AFR,2/8/2016,5/8/2016,NA,admin2,11521,4.43
afr::ken::eastern::meru,1,daily_group,7,0.070841656,48,0.030374549,0,0,daily,KEN,1580270.4,6984.947966,1.76,226.2393947,Rural settings,"Population >1,000,000",AFR,3/7/2016,4/24/2016,NA,admin2,11718,3.29
afr::ken::eastern::tharakanithi,1,daily_group,10,0.824195223,156,0.38333144,0,0,daily,KEN,406958.5,2569.309067,1.66,158.3921939,Rural settings,"Population <1,000,000",AFR,2/15/2016,4/24/2016,NA,admin2,11720,4.86
afr::ken::northeastern::garissa,1,daily_group,9,0.895931785,270,0.406572546,14,5.185185185,daily,KEN,664088.1,33534.07921,1.16,19.8033796,Rural settings,"Population <1,000,000",AFR,9/10/2012,11/11/2012,NA,admin2,11531,4.43
afr::ken::northeastern::garissa,4,daily_group,9,0.895931785,426,0.355095543,3,0.704225352,daily,KEN,1199677.1,43850.2567,1.78,27.35849663,Rural settings,"Population >1,000,000",AFR,5/22/2017,7/23/2017,NA,admin2,11532,5.43
afr::ken::northeastern::garissa::fafi,1,daily_group,10,0.406624817,135,0.857978365,14,10.37037037,daily,KEN,157346.6,16637.64051,1.02,9.457266486,Rural settings,"Population <1,000,000",AFR,9/10/2012,11/18/2012,NA,admin3,11533,4.43
afr::ken::northeastern::mandera,2,daily_group,15,0.434925886,1743,0.927300295,17,0.975329891,daily,KEN,1879650,25772.1657,1.74,72.93333521,Rural settings,"Population >1,000,000",AFR,4/11/2016,7/24/2016,NA,admin2,11536,7.43
afr::ken::nyanza::kisumu,1,daily_group,17,0.045769893,118,0.10582962,2,1.694915254,daily,KEN,1114999.8,2664.819026,1.88,418.4148301,Rural settings,"Population >1,000,000",AFR,7/6/2015,11/1/2015,NA,admin2,11565,3.29
afr::ken::riftvalley::transnzoia,1,daily_group,7,0.014799916,20,0.019947713,3,15,daily,KEN,1002621.2,2465.869548,2.03,406.5994492,Rural settings,"Population >1,000,000",AFR,6/8/2015,7/26/2015,NA,admin2,11626,2
afr::mli::mopti::djenne,1,Monday,7,0.338645879,89,0.399602138,NA,NA,weekly,MLI,222721.5,4456.980789,1.93,49.97138434,Rural settings,"Population <1,000,000",AFR,7/18/2011,9/4/2011,NA,admin2,2832,3
afr::mli::tombouctou::dire,1,Monday,8,0.327622359,45,0.386594383,NA,NA,weekly,MLI,116401.1,2545.635502,1.87,45.72575292,Rural settings,"Population <1,000,000",AFR,7/11/2011,9/4/2011,NA,admin2,10860,4
afr::mli::tombouctou::goundam,1,Monday,7,0.317696616,59,0.368633974,NA,NA,weekly,MLI,160050.4,115918.5339,1.92,1.380714495,Rural settings,"Population <1,000,000",AFR,7/18/2011,9/4/2011,NA,admin2,5853,3
afr::moz::nampula,2,Monday,13,0.679417477,1353,0.24757437,NA,NA,weekly,MOZ,5465024.5,78164.09578,1.52,69.91732515,Rural settings,"Population >1,000,000",AFR,10/9/2017,1/7/2018,NA,admin1,796,7
afr::mwi::central::dedza,1,Sunday,8,0.017687206,31,0.038483045,1,3.225806452,weekly,MWI,805549.6,3760.417464,2.03,214.2181308,Rural settings,"Population <1,000,000",AFR,2/4/2018,3/31/2018,NA,admin2,12765,3.14
afr::mwi::central::lilongwe,2,Sunday,20,0.104862684,388,0.235063829,18,4.639175258,weekly,MWI,1650615.5,5823.547288,2.38,283.4381552,Rural settings,"Population >1,000,000",AFR,12/24/2017,5/12/2018,NA,admin2,12753,8
afr::mwi::central::salima,1,Sunday,12,0.108079173,90,0.198473792,4,4.444444444,weekly,MWI,453460.4,2145.414903,2.1,211.3625665,Rural settings,"Population <1,000,000",AFR,1/21/2018,4/14/2018,NA,admin2,12766,4
afr::mwi::northern::karonga,1,Sunday,16,0.637101661,227,0.700952278,13,5.726872247,weekly,MWI,323845.2,3412.570461,1.32,94.89773287,Rural settings,"Population <1,000,000",AFR,4/3/2016,7/23/2016,NA,admin2,12769,3
afr::mwi::northern::karonga,2,Sunday,18,0.637101661,343,1.011624465,5,1.457725948,weekly,MWI,339058.6,3412.570461,1.64,99.35578001,Rural settings,"Population <1,000,000",AFR,11/26/2017,3/31/2018,NA,admin2,12769,5
afr::mwi::southern::blantyre,1,Sunday,5,0.064616107,30,0.073867166,1,3.333333333,weekly,MWI,406134.4,1789.659823,2.21,226.9338535,Rural settings,"Population <1,000,000",AFR,3/29/2015,5/2/2015,NA,admin2,12752,3
afr::mwi::southern::machinga,1,Sunday,8,0.356623442,127,0.22729815,5,3.937007874,weekly,MWI,558737.5,3929.380482,2.47,142.1948072,Rural settings,"Population <1,000,000",AFR,7/22/2012,9/15/2012,NA,admin2,12757,3
afr::mwi::southern::machinga,3,Sunday,22,0.356623442,377,0.597125029,17,4.50928382,weekly,MWI,631358.6,3929.380482,1.85,160.676372,Rural settings,"Population <1,000,000",AFR,2/7/2016,7/9/2016,NA,admin2,12757,4
afr::mwi::southern::mangochi,1,Sunday,10,0.021981405,52,0.055495084,6,11.53846154,weekly,MWI,937019.9,6726.423279,2.2,139.3043318,Rural settings,"Population <1,000,000",AFR,3/13/2016,5/21/2016,NA,admin2,12774,5
afr::mwi::southern::nsanje,1,Monday,5,0.19128842,25,0.084935031,0,0,weekly,MWI,294342.6,1939.195987,1.64,151.7858958,Rural settings,"Population <1,000,000",AFR,2/27/2017,4/2/2017,NA,admin2,12768,3
afr::mwi::southern::phalombe,1,Sunday,5,0.149524826,97,0.281853331,0,0,weekly,MWI,344150.6,1420.736225,1.82,242.2339868,Rural settings,"Population <1,000,000",AFR,7/29/2012,9/1/2012,NA,admin2,12746,3
afr::mwi::southern::zomba,1,Sunday,5,0.161137736,91,0.145210299,0,0,weekly,MWI,626677.3,3071.189493,2.33,204.0503529,Rural settings,"Population <1,000,000",AFR,8/5/2012,9/8/2012,NA,admin2,12745,4
afr::mwi::southern::zomba,2,Sunday,10,0.161137736,188,0.278010557,0,0,weekly,MWI,676233.3,3071.189493,1.9,220.1861206,Rural settings,"Population <1,000,000",AFR,1/3/2016,3/12/2016,NA,admin2,12745,6
afr::nam::nakh::windhoek,1,Monday,12,7.164185186,68,1.183114011,NA,NA,weekly,NAM,57475.4,208.5584631,2.08,275.5841175,Rural settings,"Population <100,000",AFR,2/3/2014,4/27/2014,NA,admin2,9969,3
afr::ner::diffa::n'guigmi,2,Monday,17,0.385571656,220,1.836896865,10,4.545454545,weekly,NER,119767.2,123934.8703,2.59,0.966372093,Rural settings,"Population <1,000,000",AFR,6/28/2010,10/24/2010,NA,admin2,15506,3
afr::ner::maradi::dakoro,1,Monday,5,0.008513909,16,0.02464401,0,0,weekly,NER,649245,10729.17441,1.74,60.51211167,Rural settings,"Population <1,000,000",AFR,8/25/2014,9/28/2014,NA,admin2,15366,3
afr::ner::maradi::guidanroumdji,1,Monday,8,0.101756491,214,0.257376246,NA,NA,weekly,NER,831467.6,4664.455027,1.46,178.2561082,Rural settings,"Population <1,000,000",AFR,8/13/2018,10/7/2018,NA,admin2,15337,3
afr::ner::maradi::madarounfa,1,Monday,11,1.709025819,301,0.783480152,11,3.65448505,weekly,NER,384183.3,3666.473935,2.47,104.7827714,Rural settings,"Population <1,000,000",AFR,8/30/2010,11/14/2010,NA,admin2,15345,3
afr::ner::maradi::madarounfa,2,Monday,7,1.709025819,115,0.285798294,1,0.869565217,weekly,NER,402381.7,3666.473935,1.59,109.7462322,Rural settings,"Population <1,000,000",AFR,8/22/2011,10/9/2011,NA,admin2,15345,3
afr::ner::maradi::madarounfa,3,Monday,15,1.709025819,3314,6.215401452,NA,NA,weekly,NER,533191.6,3666.473935,2.76,145.4235348,Rural settings,"Population <1,000,000",AFR,7/2/2018,10/14/2018,NA,admin2,15345,8
afr::ner::tahoua::keita,2,Monday,5,0.200778561,30,0.082250419,2,6.666666667,weekly,NER,364739.8,3587.769771,1.91,101.6619859,Rural settings,"Population <1,000,000",AFR,5/19/2014,6/22/2014,NA,admin2,15335,3
afr::ner::tahoua::keita,3,Monday,7,0.200778561,154,0.42221882,4,2.597402597,weekly,NER,364739.8,3587.769771,1.42,101.6619859,Rural settings,"Population <1,000,000",AFR,9/22/2014,11/9/2014,NA,admin2,15335,3
afr::ner::tahoua::madaoua,1,Monday,9,0.136496041,229,0.374165506,4,1.746724891,weekly,NER,612028.6,4497.108522,3.39,136.0938027,Rural settings,"Population <1,000,000",AFR,9/1/2014,11/2/2014,NA,admin2,15331,3
afr::ner::tahoua::malbaza,1,Monday,8,0.705172854,126,0.482738015,NA,NA,weekly,NER,261011.1,1456.348016,1.56,179.2230271,Rural settings,"Population <1,000,000",AFR,8/27/2018,10/21/2018,NA,admin2,15175,3
afr::ner::tahoua::tahoua,1,Monday,10,0.117925181,256,0.491748004,17,6.640625,weekly,NER,520591.8,11597.73634,2.15,44.88736291,Rural settings,"Population <1,000,000",AFR,8/25/2014,11/2/2014,NA,admin2,15511,4
afr::ner::tillabã©ri::kollo,1,Monday,16,0.569762325,406,0.801201259,5,1.231527094,weekly,NER,506739.1,9112.492276,1.41,55.60927622,Rural settings,"Population <1,000,000",AFR,8/8/2011,11/27/2011,NA,admin2,15426,3
afr::ner::tillabã©ri::kollo,3,Monday,19,0.569762325,365,0.721011866,7,1.917808219,weekly,NER,506233,9112.492276,1.7,55.55373708,Rural settings,"Population <1,000,000",AFR,2/6/2012,6/17/2012,NA,admin2,15426,5
afr::ner::tillabã©ri::ouallam,1,Monday,7,0.058873655,36,0.112158344,1,2.777777778,weekly,NER,320974.8,14449.60194,1.71,22.21340085,Rural settings,"Population <1,000,000",AFR,8/27/2012,10/14/2012,NA,admin2,15179,3
afr::ner::tillabã©ri::say,1,Monday,7,0.090733791,32,0.197134409,1,3.125,weekly,NER,162325.8,6393.627546,1.87,25.38868566,Rural settings,"Population <1,000,000",AFR,6/6/2011,7/24/2011,NA,admin2,15347,3
afr::ner::tillabã©ri::say,2,Monday,6,0.090733791,41,0.243831817,1,2.43902439,weekly,NER,168148.7,6393.627546,1.59,26.2994206,Rural settings,"Population <1,000,000",AFR,3/26/2012,5/6/2012,NA,admin2,15347,3
afr::ner::tillabã©ri::tã©ra,1,Monday,8,1.266257245,148,0.388725611,8,5.405405405,weekly,NER,380731.3,9367.936477,1.76,40.64196004,Rural settings,"Population <1,000,000",AFR,10/3/2011,11/27/2011,NA,admin2,15349,5
afr::ner::tillabã©ri::tã©ra,4,Monday,26,1.266257245,1239,3.116833132,24,1.937046005,weekly,NER,397518.9,9367.936477,1.46,42.43398757,Rural settings,"Population <1,000,000",AFR,6/11/2012,12/9/2012,NA,admin2,15349,21
afr::ner::tillabã©ri::tillabã©ri,2,Monday,22,2.739223233,2448,10.35093975,36,1.470588235,weekly,NER,236500.3,5136.42447,2.88,46.04376087,Rural settings,"Population <1,000,000",AFR,5/7/2012,10/7/2012,NA,admin2,15154,7
afr::ner::zinder::goure,1,Monday,9,0.198183094,67,0.826423504,8,11.94029851,weekly,NER,81072.2,4192.785138,1.74,19.33612082,Rural settings,"Population <100,000",AFR,8/16/2010,10/17/2010,NA,admin2,15413,3
afr::ner::zinder::magaria,1,Monday,6,0.019865884,63,0.081770686,1,1.587301587,weekly,NER,770447.3,3909.654052,2.25,197.0627809,Rural settings,"Population <1,000,000",AFR,8/18/2014,9/28/2014,NA,admin2,15543,3
afr::ner::zinder::mirriah,1,Monday,9,0.133119153,167,0.468252334,12,7.185628743,weekly,NER,356645.3,3692.246335,2.36,96.59304056,Rural settings,"Population <1,000,000",AFR,9/13/2010,11/14/2010,NA,admin2,15334,4
afr::nga::adamawa,1,Monday,11,0.686213306,607,0.135010068,NA,NA,weekly,NGA,4495961,34290.06823,1.57,131.1155455,Rural settings,"Population >1,000,000",AFR,6/17/2019,9/1/2019,NA,admin1,10463,4
afr::nga::adamawa::ganye,1,Monday,10,0.147984027,135,0.711803171,17,12.59259259,weekly,NGA,189659.2,1876.728407,2.27,101.058416,Rural settings,"Population <1,000,000",AFR,7/26/2010,10/3/2010,NA,admin2,7188,3
afr::nga::adamawa::gombi,1,Monday,5,0.017517582,9,0.042114816,0,0,weekly,NGA,213701.5,2163.614429,1.98,98.77060216,Rural settings,"Population <1,000,000",AFR,6/2/2014,7/6/2014,NA,admin2,12851,3
afr::nga::adamawa::guyuk,1,Monday,16,0.39794886,377,1.914134017,13,3.448275862,weekly,NGA,196955.9,696.9867986,2.18,282.5819663,Rural settings,"Population <1,000,000",AFR,6/14/2010,10/3/2010,NA,admin2,12229,14
afr::nga::adamawa::michika,1,Monday,5,0.188674745,39,0.204042911,4,10.25641026,weekly,NGA,191136.3,756.4715571,1.55,252.6681912,Rural settings,"Population <1,000,000",AFR,7/28/2014,8/31/2014,NA,admin2,12242,3
afr::nga::adamawa::mubinorth,1,Monday,7,2.884125434,469,2.78351004,0,0,weekly,NGA,168492.3,651.7797936,1.59,258.5110825,Rural settings,"Population <1,000,000",AFR,5/16/2011,7/3/2011,NA,admin2,12235,3
afr::nga::adamawa::mubinorth,5,Monday,28,2.884125434,2219,10.8732103,NA,NA,weekly,NGA,204079.6,651.7797936,2.72,313.1112716,Rural settings,"Population <1,000,000",AFR,5/14/2018,11/25/2018,NA,admin2,12235,3
afr::nga::adamawa::mubisouth,2,Monday,11,0.188260593,112,0.759014569,1,0.892857143,weekly,NGA,147559.8,209.1004915,2.2,705.6884417,Rural settings,"Population <1,000,000",AFR,4/25/2011,7/10/2011,NA,admin2,12236,7
afr::nga::adamawa::song,1,Monday,7,0.057953879,87,0.227104331,9,10.34482759,weekly,NGA,383083.8,5386.842112,1.84,71.11472585,Rural settings,"Population <1,000,000",AFR,1/11/2010,2/28/2010,NA,admin2,12230,4
afr::nga::bauchi::alkaleri,1,Monday,15,0.194688244,341,0.633516433,16,4.692082111,weekly,NGA,538265.4,8625.178236,2.55,62.40629298,Rural settings,"Population <1,000,000",AFR,8/9/2010,11/21/2010,NA,admin2,12297,5
afr::nga::bauchi::alkaleri,2,Monday,10,0.194688244,60,0.098129278,4,6.666666667,weekly,NGA,611438.3,8625.178236,1.77,70.88993216,Rural settings,"Population <1,000,000",AFR,6/30/2014,9/7/2014,NA,admin2,12297,3
afr::nga::bauchi::bauchi,1,Monday,23,9.569205659,7363,13.12713907,44,0.597582507,weekly,NGA,560899.1,3960.758694,1.4,141.6140551,Rural settings,"Population <1,000,000",AFR,7/5/2010,12/12/2010,NA,admin2,12293,11
afr::nga::bauchi::bauchi,3,Monday,20,9.569205659,13642,21.40978834,49,0.35918487,weekly,NGA,637185.2,3960.758694,1.41,160.8745317,Rural settings,"Population <1,000,000",AFR,2/3/2014,6/22/2014,NA,admin2,12293,8
